,Unnamed: 0,achievement_points,active_spec,average_item_level,character_class,equipped_item_level,faction,gender,guild,id,last_login,level,name,race,realm
18,18,2800.0,Frost,476.0,Mage,475.0,Horde,Male,Complexity Limit,185794756.0,1599081211000.0,120.0,Afiic,Troll,illidan
19,19,15925.0,Discipline,463.0,Priest,463.0,Horde,Female,Complexity Limit,186192703.0,1587593893000.0,120.0,Holymuffinz,Blood Elf,illidan
20,20,21700.0,Guardian,408.0,Druid,408.0,Horde,Male,Complexity Limit,186449185.0,1598929575000.0,120.0,Atrocitydr,Troll,illidan
21,21,23505.0,Fury,472.0,Warrior,466.0,Horde,Male,Complexity Limit,186521464.0,1589338553000.0,120.0,Winduh,Troll,illidan
22,22,18250.0,Balance,474.0,Druid,470.0,Horde,Female,Complexity Limit,186570979.0,1597924837000.0,120.0,Eroys,Highmountain Tauren,illidan
23,23,6385.0,Marksmanship,402.0,Hunter,398.0,Horde,Male,Limit,186576504.0,1571783313000.0,120.0,Zariix,Orc,illidan
24,24,9175.0,Shadow,419.0,Priest,417.0,Horde,Female,Complexity Limit,186738154.0,1581530070000.0,120.0,Supremecc,Blood Elf,illidan
25,25,26485.0,Fury,417.0,Warrior,416.0,Horde,Female,Complexity Limit,186774525.0,1599145000000.0,120.0,Lipwar,Blood Elf,illidan
26,26,10885.0,Beast Mastery,346.0,Hunter,346.0,Horde,Male,Complexity Limit,186806822.0,1593798961000.0,120.0,Kazbxx,Goblin,illidan
27,27,31515.0,Beast Mastery,483.0,Hunter,481.0,Horde,Female,Complexity Limit,186967329.0,1598380296000.0,120.0,Sang,Orc,illidan
28,28,1935.0,Fury,418.0,Warrior,416.0,Horde,Female,Limit,187052871.0,1561637930000.0,120.0,Cassanndraa,Zandalari Troll,illidan
29,29,31515.0,Destruction,391.0,Warlock,391.0,Horde,Female,Complexity Limit,187108070.0,1598380560000.0,120.0,Spookhelios,Troll,illidan
30,30,25875.0,Havoc,470.0,Demon Hunter,468.0,Horde,Female,Complexity Limit,187137762.0,1583982220000.0,120.0,Sphinctus,Blood Elf,illidan
31,31,25045.0,Assassination,422.0,Rogue,422.0,Alliance,Male,Occams Razor,129732125.0,1598597642000.0,120.0,Achillios,Night Elf,kelthuzad
32,32,16300.0,Fury,381.0,Warrior,381.0,Alliance,Male,Occams Razor,134535392.0,1593931624000.0,120.0,Eguana,Human,kelthuzad
33,33,25305.0,Frost,453.0,Death Knight,452.0,Alliance,Male,Occams Razor,134938332.0,1599070807000.0,120.0,Solarirne,Night Elf,kelthuzad
34,34,23555.0,Balance,418.0,Druid,416.0,Alliance,Male,Occams Razor,138687241.0,1598736509000.0,120.0,Lunarcanine,Night Elf,kelthuzad
35,35,12590.0,Arms,346.0,Warrior,345.0,Alliance,Female,Occams Razor,139629610.0,1574139421000.0,120.0,Fuzzykiwi,Worgen,kelthuzad
36,36,1255.0,Unholy,428.0,Death Knight,428.0,Alliance,Male,Occams Razor,139855707.0,1598481770000.0,120.0,Aspros,Draenei,kelthuzad
37,37,10955.0,Balance,426.0,Druid,423.0,Alliance,Male,Occams Razor,140240190.0,1567529169000.0,120.0,Dequantus,Worgen,kelthuzad
38,38,10665.0,Arcane,337.0,Mage,337.0,Alliance,Female,Occams Razor,143164156.0,1578896108000.0,120.0,Rosete,Draenei,kelthuzad
39,39,1650.0,Windwalker,412.0,Monk,412.0,Alliance,Female,Occams Razor,143361460.0,1594555850000.0,120.0,Qaazi,Pandaren,kelthuzad
40,40,15620.0,Guardian,445.0,Druid,439.0,Alliance,Female,Occams Razor,145311972.0,1599107070000.0,120.0,Marsican,Worgen,kelthuzad
41,41,1470.0,Mistweaver,462.0,Monk,459.0,Alliance,Female,Apeiron,147240545.0,1599049889000.0,120.0,Vaelle,Human,kelthuzad
42,42,25015.0,Havoc,476.0,Demon Hunter,473.0,Alliance,Female,Apeiron,147747438.0,1598992689000.0,120.0,Xayvier,Night Elf,kelthuzad
43,43,21155.0,Havoc,418.0,Demon Hunter,418.0,Alliance,Female,Occams Razor,147776557.0,1599016368000.0,120.0,Abduxuel,Night Elf,kelthuzad
44,44,4030.0,Havoc,380.0,Demon Hunter,379.0,Alliance,Male,Occams Razor,147792473.0,1573237391000.0,120.0,Daykin,Night Elf,kelthuzad
45,45,17160.0,Vengeance,388.0,Demon Hunter,388.0,Alliance,Female,Occams Razor,147939863.0,1594076547000.0,120.0,Enkô,Night Elf,kelthuzad
46,46,29045.0,Havoc,395.0,Demon Hunter,395.0,Alliance,Female,Occams Razor,149316173.0,1598777187000.0,120.0,Ashkela,Night Elf,kelthuzad
47,47,9270.0,Outlaw,472.0,Rogue,471.0,Horde,Male,Gødspeed,180819847.0,1594527285000.0,120.0,Jordi,Vulpera,silver-hand
48,48,20165.0,Retribution,367.0,Paladin,367.0,Horde,Male,Gødspeed,181322687.0,1587507377000.0,120.0,Etnees,Blood Elf,silver-hand
49,49,20485.0,Havoc,478.0,Demon Hunter,476.0,Horde,Male,Guardians of Eternity,182277443.0,1598150493000.0,120.0,Ceneda,Blood Elf,silver-hand
0,0,10595.0,Assassination,356.0,Rogue,356.0,Horde,Male,Nefarious,183960605.0,1591817424000.0,120.0,Falstab,Undead,barthilas
1,1,7120.0,Shadow,396.0,Priest,396.0,Horde,Male,Nefarious,183964315.0,1598134303000.0,120.0,Bigjabroni,Undead,barthilas
2,2,6650.0,Restoration,450.0,Druid,448.0,Horde,Male,Nefarious,183964942.0,1599144155000.0,120.0,Oggiemonster,Tauren,barthilas
3,3,8335.0,Balance,479.0,Druid,477.0,Horde,Male,Marauders,183971116.0,1597408661000.0,120.0,Docpoppins,Tauren,barthilas
4,4,6035.0,Havoc,456.0,Demon Hunter,456.0,Horde,Female,Drama Queens,183975596.0,1599149836000.0,120.0,Kasuri,Blood Elf,barthilas
5,5,4455.0,Retribution,434.0,Paladin,434.0,Horde,Female,Nefarious,183977486.0,1592307816000.0,120.0,Lysergica,Blood Elf,barthilas
6,6,5865.0,Unholy,443.0,Death Knight,443.0,Horde,Male,Nefarious,183981314.0,1596533162000.0,120.0,Gerdrala,Zandalari Troll,barthilas
7,7,1650.0,Vengeance,451.0,Demon Hunter,449.0,Horde,Female,Glad to see you,183987586.0,1598771004000.0,120.0,Snéax,Blood Elf,barthilas
8,8,9665.0,Mistweaver,445.0,Monk,445.0,Horde,Female,Nefarious,184008225.0,1589297331000.0,120.0,Monkla,Orc,barthilas
9,9,4745.0,Assassination,466.0,Rogue,466.0,Horde,Female,Apoptosis,184022878.0,1599131521000.0,120.0,Nazerene,Blood Elf,barthilas
10,10,10675.0,Feral,444.0,Druid,444.0,Horde,Female,Nefarious,184024811.0,1595320008000.0,120.0,Nesera,Zandalari Troll,barthilas
11,11,9845.0,Havoc,476.0,Demon Hunter,472.0,Horde,Female,La Familia,184027232.0,1599147947000.0,120.0,Marvdh,Blood Elf,barthilas
12,12,15560.0,Elemental,424.0,Shaman,424.0,Horde,Male,Nefarious,184031033.0,1598579032000.0,120.0,Rokkit,Vulpera,barthilas
13,13,15130.0,Havoc,457.0,Demon Hunter,455.0,Horde,Female,Nefarious,184041226.0,1597668924000.0,120.0,Deviancê,Blood Elf,barthilas
14,14,17570.0,Windwalker,455.0,Monk,455.0,Horde,Male,Nefarious,184051256.0,1596952039000.0,120.0,Wolfx,Vulpera,barthilas
15,15,9630.0,Elemental,447.0,Shaman,446.0,Horde,Male,Nefarious,184063641.0,1590829069000.0,120.0,Nahhar,Tauren,barthilas
16,16,7635.0,Marksmanship,472.0,Hunter,468.0,Horde,Female,Nefarious,184066334.0,1598922382000.0,120.0,Tynamo,Orc,barthilas
17,17,9560.0,Unholy,475.0,Death Knight,473.0,Horde,Female,I delight in the ironing,184089125.0,1598921409000.0,120.0,Aurillias,Orc,barthilas
18,18,9420.0,Assassination,467.0,Rogue,464.0,Horde,Male,Nefarious,184095221.0,1595241548000.0,120.0,Aphexûs,Zandalari Troll,barthilas
19,19,15755.0,Holy,476.0,Paladin,474.0,Horde,Male,Glad to see you,184096474.0,1596471825000.0,120.0,Warrenstreet,Blood Elf,barthilas
20,20,18855.0,Elemental,445.0,Shaman,443.0,Horde,Male,I delight in the ironing,184115854.0,1598837943000.0,120.0,Hendly,Orc,barthilas
21,21,18855.0,Holy,474.0,Paladin,472.0,Horde,Female,I delight in the ironing,184117517.0,1598870456000.0,120.0,Panzër,Blood Elf,barthilas
22,22,8285.0,Vengeance,451.0,Demon Hunter,451.0,Horde,Female,Nefarious,184133230.0,1590318505000.0,120.0,Stoog,Blood Elf,barthilas
23,23,8985.0,Mistweaver,469.0,Monk,469.0,Horde,Male,Glad to see you,184137714.0,1598879910000.0,120.0,Vexerio,Vulpera,barthilas
24,24,11855.0,Destruction,477.0,Warlock,475.0,Horde,Female,BIG DAM,184146670.0,1599041644000.0,120.0,Bigpncz,Orc,barthilas
25,25,15060.0,Affliction,415.0,Warlock,415.0,Horde,Female,Nefarious,184158000.0,1590580876000.0,120.0,Lethallock,Blood Elf,barthilas
26,26,9350.0,Balance,476.0,Druid,474.0,Alliance,Male,Land Down Under,185116155.0,1599132776000.0,120.0,Slamdunker,Night Elf,barthilas
27,27,14735.0,Vengeance,449.0,Demon Hunter,449.0,Horde,Male,Nefarious,171120764.0,1599115390000.0,120.0,Redmagnus,Blood Elf,barthilas
28,28,10975.0,Fire,417.0,Mage,417.0,Horde,Male,Nefarious,184205137.0,1596765967000.0,120.0,Stamped,Undead,barthilas
29,29,17010.0,Brewmaster,443.0,Monk,437.0,Horde,Male,Glad to see you,184231127.0,1598256407000.0,120.0,Brewtalìty,Blood Elf,barthilas
30,30,7125.0,Protection,282.0,Paladin,282.0,Horde,Male,Nefarious,181059078.0,1590333147000.0,120.0,Walterdoom,Blood Elf,barthilas
31,31,21595.0,Assassination,386.0,Rogue,384.0,Horde,Male,Capital Vices,42758010.0,1581584328000.0,120.0,Kagejomaru,Undead,wildhammer
32,32,25240.0,Beast Mastery,359.0,Hunter,359.0,Horde,Female,Capital Vices,115583071.0,1598587558000.0,120.0,Zillus,Blood Elf,gorefiend
33,33,23485.0,Restoration,426.0,Druid,424.0,Horde,Female,Capital Vices,115603922.0,1596913971000.0,120.0,Tranquilitee,Troll,gorefiend
34,34,30190.0,Holy,466.0,Priest,463.0,Horde,Female,Capital Vices,115614202.0,1599135364000.0,120.0,Beyna,Undead,gorefiend
35,35,4065.0,Restoration,291.0,Shaman,289.0,Horde,Male,Capital Vices,115667374.0,1565357803000.0,120.0,Kweeshin,Orc,eredar
36,36,20075.0,Fury,458.0,Warrior,458.0,Horde,Male,Capital Vices,115688181.0,1586886419000.0,120.0,Grumakil,Orc,eredar
37,37,5285.0,Holy,400.0,Paladin,399.0,Horde,Male,Capital Vices,115835923.0,1575042365000.0,120.0,Wréx,Tauren,eredar
38,38,9815.0,Retribution,437.0,Paladin,437.0,Horde,Female,Capital Vices,115970332.0,1590535471000.0,120.0,Bubblemint,Blood Elf,eredar
39,39,24395.0,Affliction,414.0,Warlock,413.0,Horde,Female,Capital Vices,116174561.0,1586578157000.0,120.0,Neenah,Blood Elf,eredar
40,40,17860.0,Fury,340.0,Warrior,340.0,Horde,Male,Capital Vices,116257075.0,1574460598000.0,120.0,Cryptlin,Goblin,eredar
41,41,9815.0,Elemental,387.0,Shaman,381.0,Horde,Male,Capital Vices,116267918.0,1593036895000.0,120.0,Shizzbeats,Troll,eredar
42,42,19715.0,Fire,482.0,Mage,477.0,Horde,Female,Defenestrate,196488052.0,1598066080000.0,120.0,Newshgician,Troll,tichondrius
43,43,14980.0,Fire,478.0,Mage,472.0,Horde,Male,Defenestrate,196493129.0,1597191138000.0,120.0,Vorrx,Troll,tichondrius
44,44,24110.0,Destruction,479.0,Warlock,477.0,Horde,Female,Defenestrate,196559714.0,1599005489000.0,120.0,Morashan,Vulpera,tichondrius
45,45,19810.0,Beast Mastery,483.0,Hunter,480.0,Horde,Male,Defenestrate,196569107.0,1599075598000.0,120.0,Scumblesteak,Orc,tichondrius
46,46,16340.0,Protection,477.0,Warrior,471.0,Horde,Female,Defenestrate,196742161.0,1594471262000.0,120.0,Barbybash,Blood Elf,tichondrius
0,0,25515.0,Frost,480.0,Mage,476.0,Alliance,Male,Heroes and Legends,199402841.0,1599019263000.0,120.0,Vaingor,Human,stormrage
1,1,25500.0,Beast Mastery,475.0,Hunter,470.0,Alliance,Male,Progression,199589649.0,1598770212000.0,120.0,Rigatoní,Kul Tiran,stormrage
2,2,16320.0,Mistweaver,434.0,Monk,434.0,Alliance,Male,Progression,199648337.0,1590654490000.0,120.0,Xbean,Dark Iron Dwarf,stormrage
3,3,15205.0,Elemental,443.0,Shaman,436.0,Alliance,Female,Progression,199670947.0,1589529427000.0,120.0,Henryfondle,Draenei,stormrage
4,4,15645.0,Elemental,411.0,Shaman,411.0,Alliance,Male,Progression,199790056.0,1582395683000.0,120.0,Brornor,Dark Iron Dwarf,stormrage
5,5,12790.0,Protection,389.0,Paladin,365.0,Alliance,Male,Progression,199852127.0,1590266660000.0,120.0,Zoromir,Dark Iron Dwarf,stormrage
6,6,21860.0,Windwalker,477.0,Monk,472.0,Alliance,Female,Progression,200043174.0,1597796542000.0,120.0,Andapanda,Human,stormrage
7,7,21420.0,Holy,439.0,Paladin,429.0,Alliance,Male,Progression,200063727.0,1584681903000.0,120.0,Notxenius,Dark Iron Dwarf,stormrage
8,8,12240.0,Shadow,418.0,Priest,413.0,Alliance,Female,Progression,200457233.0,1591522737000.0,120.0,Mpriest,Void Elf,stormrage
9,9,25500.0,Destruction,475.0,Warlock,474.0,Alliance,Male,Heroes and Legends,200484778.0,1598770643000.0,120.0,Vainolade,Human,stormrage
10,10,10755.0,Shadow,476.0,Priest,472.0,Alliance,Male,Heroes and Legends,200663392.0,1599026535000.0,120.0,Primx,Night Elf,stormrage
11,11,17425.0,Balance,464.0,Druid,461.0,Alliance,Male,Progression,200668199.0,1597559119000.0,120.0,Stêvên,Night Elf,stormrage
12,12,10705.0,Guardian,396.0,Druid,393.0,Alliance,Male,Progression,200805344.0,1595032731000.0,120.0,Johniewicker,Kul Tiran,stormrage
13,13,14715.0,Destruction,409.0,Warlock,408.0,Alliance,Female,Progression,200905111.0,1597940762000.0,120.0,Lithannaa,Gnome,stormrage
14,14,24515.0,Guardian,446.0,Druid,446.0,Alliance,Female,Progression,200923746.0,1598132846000.0,120.0,Snabby,Night Elf,stormrage
15,15,25500.0,Windwalker,462.0,Monk,461.0,Alliance,Male,Progression,200932596.0,1598373752000.0,120.0,Chìng,Night Elf,stormrage
16,16,21680.0,Retribution,396.0,Paladin,391.0,Alliance,Female,Progression,201042858.0,1597895818000.0,120.0,Rachél,Lightforged Draenei,stormrage
17,17,13690.0,Retribution,408.0,Paladin,407.0,Alliance,Male,Progression,201081536.0,1594504733000.0,120.0,Promtyri,Human,stormrage
18,18,21800.0,Holy,478.0,Paladin,473.0,Alliance,Female,Celestials,124021222.0,1595904249000.0,120.0,Spartanpie,Human,kelthuzad
19,19,14115.0,Retribution,358.0,Paladin,358.0,Alliance,Male,Celestials,126428208.0,1589340638000.0,120.0,Vigiliant,Draenei,kelthuzad
20,20,19970.0,Arcane,464.0,Mage,434.0,Alliance,Male,Celestials,127672710.0,1596782061000.0,120.0,Silithice,Night Elf,kelthuzad
21,21,10330.0,Frost,354.0,Death Knight,354.0,Alliance,Male,Celestials,128558279.0,1584769694000.0,120.0,Meneldor,Gnome,kelthuzad
22,22,31830.0,Beast Mastery,482.0,Hunter,478.0,Alliance,Male,Celestials,130641978.0,1599076248000.0,120.0,Tyranor,Worgen,kelthuzad
23,23,22000.0,Fury,439.0,Warrior,439.0,Alliance,Male,Celestials,130680814.0,1599113210000.0,120.0,Jaybee,Void Elf,kelthuzad
24,24,20080.0,Restoration,379.0,Druid,374.0,Alliance,Female,Celestials,132252968.0,1594774688000.0,120.0,Multipass,Night Elf,kelthuzad
25,25,19970.0,Enhancement,456.0,Shaman,455.0,Alliance,Male,Celestials,132478998.0,1597380921000.0,120.0,Doshdosh,Dwarf,kelthuzad
26,26,18980.0,Beast Mastery,484.0,Hunter,479.0,Alliance,Female,Celestials,133689311.0,1599011885000.0,120.0,Eldunari,Void Elf,kelthuzad
27,27,18980.0,Fire,334.0,Mage,318.0,Alliance,Female,Celestials,134045137.0,1595881946000.0,120.0,Antarés,Human,kelthuzad
28,28,16340.0,Destruction,483.0,Warlock,477.0,Alliance,Male,Celestials,134313659.0,1599011882000.0,120.0,Olivandir,Worgen,kelthuzad
29,29,12415.0,Beast Mastery,397.0,Hunter,394.0,Alliance,Female,Celestials,135317987.0,1594405396000.0,120.0,Chiives,Night Elf,kelthuzad
30,30,14125.0,Destruction,397.0,Warlock,397.0,Alliance,Male,Celestials,135356832.0,1598843817000.0,120.0,Spookyboyo,Human,kelthuzad
31,31,18980.0,Balance,479.0,Druid,475.0,Alliance,Female,Celestials,135373900.0,1599005018000.0,120.0,Arcturuss,Night Elf,kelthuzad
32,32,18980.0,Assassination,478.0,Rogue,476.0,Alliance,Female,Celestials,135374109.0,1595986927000.0,120.0,Archis,Human,kelthuzad
33,33,15915.0,Restoration,375.0,Shaman,370.0,Alliance,Male,Celestials,136493408.0,1583038353000.0,120.0,Mednatala,Draenei,kelthuzad
34,34,19970.0,Survival,476.0,Hunter,476.0,Alliance,Female,Celestials,137728262.0,1595385914000.0,120.0,Pamda,Pandaren,kelthuzad
35,35,18960.0,Demonology,417.0,Warlock,417.0,Alliance,Female,Celestials,138216098.0,1590712979000.0,120.0,Elyvice,Human,kelthuzad
36,36,23305.0,Unholy,424.0,Death Knight,424.0,Alliance,Female,Celestials,138718937.0,1598544666000.0,120.0,Stagnate,Night Elf,kelthuzad
37,37,16340.0,Blood,479.0,Death Knight,477.0,Alliance,Male,Celestials,138826147.0,1597885429000.0,120.0,Vandir,Draenei,kelthuzad
38,38,23305.0,Destruction,444.0,Warlock,444.0,Alliance,Female,Celestials,138861104.0,1598543848000.0,120.0,Zerek,Worgen,kelthuzad
39,39,23305.0,Frost,415.0,Mage,415.0,Alliance,Female,Celestials,139557007.0,1598543913000.0,120.0,Cubie,Night Elf,kelthuzad
40,40,5590.0,Fire,449.0,Mage,449.0,Horde,Female,Nefarious,183889266.0,1592297182000.0,120.0,Korkybuchek,Vulpera,barthilas
41,41,1475.0,Beast Mastery,398.0,Hunter,398.0,Horde,Female,Nefarious,183892098.0,1588653074000.0,120.0,Havonc,Mag'har Orc,barthilas
42,42,9160.0,Arms,474.0,Warrior,473.0,Horde,Female,Bludgers,183903444.0,1598976059000.0,120.0,Shwayzé,Orc,barthilas
43,43,12515.0,Windwalker,478.0,Monk,473.0,Horde,Male,BIG DAM,183915567.0,1598922670000.0,120.0,Carboz,Orc,barthilas
44,44,7340.0,Arms,478.0,Warrior,476.0,Horde,Female,Performance Anxiety,183956592.0,1599146467000.0,120.0,Danutsio,Orc,barthilas
45,45,7270.0,Beast Mastery,436.0,Hunter,427.0,Horde,Male,Nefarious,183958362.0,1598360102000.0,120.0,Hogwash,Vulpera,barthilas
46,46,10135.0,Restoration,452.0,Shaman,450.0,Horde,Female,Nefarious,183960539.0,1597621355000.0,120.0,Meganthefox,Vulpera,barthilas
0,0,25705.0,Enhancement,431.0,Shaman,429.0,Horde,Male,CSI Warlords,98494326.0,1599084384000.0,120.0,Zokhzu,Troll,azralon
1,1,13550.0,Mistweaver,459.0,Monk,459.0,Horde,Male,CSI Warlords,98833445.0,1598578060000.0,120.0,Jùúgo,Tauren,azralon
2,2,17170.0,Fire,449.0,Mage,447.0,Horde,Male,CSI Warlords,99451371.0,1599055919000.0,120.0,Pepas,Blood Elf,azralon
3,3,13160.0,Destruction,405.0,Warlock,405.0,Horde,Male,CSI Warlords,100460381.0,1598863853000.0,120.0,Miroko,Undead,azralon
4,4,4830.0,Arms,239.0,Warrior,239.0,Horde,Male,CSI Warlords,101896065.0,1573004157000.0,120.0,Hélio,Undead,azralon
5,5,12320.0,Fury,478.0,Warrior,472.0,Horde,Female,CSI Warlords,104307886.0,1598922961000.0,120.0,Sajih,Blood Elf,azralon
6,6,11165.0,Assassination,418.0,Rogue,391.0,Horde,Male,CSI Warlords,105302347.0,1599109203000.0,120.0,Guint,Troll,azralon
7,7,29820.0,Beast Mastery,452.0,Hunter,450.0,Horde,Male,CSI Warlords,106400588.0,1599149202000.0,120.0,Domone,Orc,azralon
8,8,29820.0,Frost,468.0,Death Knight,467.0,Horde,Male,CSI Warlords,107514280.0,1599064388000.0,120.0,Domtwo,Orc,azralon
9,9,23270.0,Shadow,345.0,Priest,319.0,Horde,Male,CSI Warlords,107568920.0,1593987422000.0,120.0,Extrawipes,Tauren,azralon
10,10,29820.0,Guardian,446.0,Druid,446.0,Horde,Male,CSI Warlords,107948251.0,1599065461000.0,120.0,Domthree,Troll,azralon
11,11,11045.0,Feral,276.0,Druid,267.0,Horde,Male,CSI Warlords,108925951.0,1586824048000.0,120.0,Biggins,Troll,azralon
12,12,6285.0,Holy,448.0,Paladin,448.0,Horde,Male,CSI Warlords,111997596.0,1597512243000.0,120.0,Solarios,Blood Elf,azralon
13,13,6340.0,Arcane,449.0,Mage,449.0,Horde,Male,CSI Warlords,112092832.0,1598485383000.0,120.0,Casther,Blood Elf,azralon
14,14,9655.0,Shadow,479.0,Priest,469.0,Horde,Male,CSI Warlords,116657736.0,1598664980000.0,120.0,Poopai,Troll,azralon
15,15,6435.0,Holy,476.0,Priest,476.0,Horde,Male,CSI Warlords,117151309.0,1599009449000.0,120.0,Ardow,Blood Elf,azralon
16,16,29820.0,Retribution,436.0,Paladin,436.0,Horde,Male,CSI Warlords,117667347.0,1598978627000.0,120.0,Domten,Tauren,azralon
17,17,29820.0,Fire,437.0,Mage,436.0,Horde,Male,CSI Warlords,117673368.0,1599067668000.0,120.0,Domfive,Blood Elf,azralon
18,18,29820.0,Destruction,476.0,Warlock,474.0,Horde,Male,CSI Warlords,117974871.0,1599070388000.0,120.0,Domseven,Orc,azralon
19,19,29820.0,Enhancement,428.0,Shaman,427.0,Horde,Male,CSI Warlords,123637942.0,1599150796000.0,120.0,Domeleven,Orc,azralon
20,20,20000.0,Fire,424.0,Mage,424.0,Horde,Female,CSI Warlords,127216196.0,1586220059000.0,120.0,Tatirox,Blood Elf,azralon
21,21,29820.0,Windwalker,431.0,Monk,431.0,Horde,Male,CSI Warlords,131086789.0,1599068054000.0,120.0,Domsix,Tauren,azralon
22,22,8470.0,Protection,388.0,Warrior,367.0,Horde,Female,CSI Warlords,134256505.0,1589972232000.0,120.0,Paarthürnax,Blood Elf,azralon
23,23,29820.0,Shadow,435.0,Priest,435.0,Horde,Male,CSI Warlords,134856639.0,1598980646000.0,120.0,Domeight,Undead,azralon
24,24,29820.0,Fury,450.0,Warrior,444.0,Horde,Male,CSI Warlords,134856681.0,1599151408000.0,120.0,Domnine,Orc,azralon
25,25,1680.0,Fire,382.0,Mage,382.0,Horde,Female,CSI Warlords,135718462.0,1589972886000.0,120.0,Calígena,Troll,azralon
26,26,3355.0,Restoration,472.0,Druid,467.0,Horde,Female,CSI Warlords,138031171.0,1589972205000.0,120.0,Antedeguemön,Troll,azralon
27,27,12500.0,Unholy,375.0,Death Knight,375.0,Horde,Male,CSI Warlords,138113042.0,1574857193000.0,120.0,Daerak,Blood Elf,azralon
28,28,19390.0,Destruction,457.0,Warlock,452.0,Horde,Female,Somos a Horda,138667225.0,1599149284000.0,120.0,Xuxä,Troll,azralon
29,29,7345.0,Elemental,375.0,Shaman,375.0,Horde,Male,CSI Warlords,138744508.0,1574615507000.0,120.0,Zelazar,Zandalari Troll,azralon
30,30,19350.0,Protection,462.0,Paladin,457.0,Horde,Male,CSI Warlords,139014385.0,1598841400000.0,120.0,Boibufado,Tauren,azralon
31,31,19330.0,Protection,439.0,Warrior,433.0,Horde,Male,CSI Warlords,139015129.0,1598223467000.0,120.0,Lïon,Orc,azralon
32,32,28660.0,Arcane,450.0,Mage,447.0,Horde,Female,CSI Warlords,139455011.0,1599138387000.0,120.0,Maguera,Troll,azralon
33,33,17715.0,Beast Mastery,473.0,Hunter,471.0,Horde,Male,CSI Warlords,139892866.0,1598977122000.0,120.0,Lagman,Troll,azralon
34,34,14515.0,Destruction,445.0,Warlock,445.0,Horde,Male,CSI Warlords,141288685.0,1595987168000.0,120.0,Felpsz,Troll,azralon
35,35,17170.0,Arms,439.0,Warrior,439.0,Horde,Male,CSI Warlords,141480111.0,1599055740000.0,120.0,Pepëi,Blood Elf,azralon
36,36,14515.0,Windwalker,478.0,Monk,472.0,Horde,Male,CSI Warlords,141518673.0,1596636724000.0,120.0,Felpsking,Blood Elf,azralon
37,37,23215.0,Fire,411.0,Mage,404.0,Horde,Female,CSI Warlords,141571031.0,1596939726000.0,120.0,Bellasan,Pandaren,azralon
38,38,8710.0,Marksmanship,433.0,Hunter,433.0,Horde,Female,Corruptors of Innocence,67825902.0,1589771497000.0,120.0,Syllence,Blood Elf,kargath
39,39,15350.0,Holy,454.0,Priest,454.0,Horde,Female,Corruptors of Innocence,183057234.0,1598920332000.0,120.0,Kennidie,Troll,kargath
40,40,11175.0,Demonology,429.0,Warlock,429.0,Horde,Male,Corruptors of Innocence,183132270.0,1599046917000.0,120.0,Burnlucien,Blood Elf,kargath
41,41,11855.0,Guardian,473.0,Druid,468.0,Horde,Male,Corruptors of Innocence,183143895.0,1598974081000.0,120.0,Prymal,Troll,kargath
42,42,7200.0,Restoration,460.0,Shaman,460.0,Horde,Male,Corruptors of Innocence,74505644.0,1591741151000.0,120.0,Theears,Goblin,kargath
43,43,20555.0,Protection,466.0,Warrior,466.0,Horde,Male,Corruptors of Innocence,183199983.0,1599097636000.0,120.0,Keirnan,Orc,kargath
44,44,14885.0,Holy,422.0,Priest,422.0,Horde,Female,Corruptors of Innocence,84142946.0,1588741523000.0,120.0,Iveey,Blood Elf,kargath
45,45,13550.0,Survival,410.0,Hunter,410.0,Horde,Male,Corruptors of Innocence,84241910.0,1593203001000.0,120.0,Crístosis,Blood Elf,kargath
46,46,29680.0,Beast Mastery,467.0,Hunter,467.0,Horde,Female,Corruptors of Innocence,183160872.0,1598905135000.0,120.0,Augustbones,Undead,kargath
47,47,20360.0,Windwalker,458.0,Monk,458.0,Horde,Male,Corruptors of Innocence,183148362.0,1599072486000.0,120.0,Zyhn,Blood Elf,kargath
48,48,22240.0,Brewmaster,432.0,Monk,432.0,Horde,Male,Corruptors of Innocence,183214965.0,1599057115000.0,120.0,Gaojing,Pandaren,kargath
49,49,27035.0,Destruction,435.0,Warlock,433.0,Horde,Male,Corruptors of Innocence,181407100.0,1599084941000.0,120.0,Skribbl,Goblin,kargath
0,0,28505.0,Unholy,395.0,Death Knight,395.0,Horde,Male,Gødspeed,182526351.0,1598356427000.0,120.0,Nutz,Orc,silver-hand
1,1,25145.0,Havoc,389.0,Demon Hunter,389.0,Horde,Female,Gødspeed,182760362.0,1595722860000.0,120.0,Gwynharwyf,Blood Elf,silver-hand
2,2,3250.0,Balance,411.0,Druid,411.0,Horde,Female,Gødspeed,182907467.0,1578161069000.0,120.0,Pçr,Zandalari Troll,silver-hand
3,3,13075.0,Beast Mastery,449.0,Hunter,448.0,Horde,Male,Gødspeed,183105742.0,1598889080000.0,120.0,Chinbek,Troll,farstriders
4,4,19005.0,Destruction,423.0,Warlock,423.0,Horde,Male,Gødspeed,184129298.0,1598308554000.0,120.0,Ensane,Undead,farstriders
5,5,9765.0,Marksmanship,432.0,Hunter,432.0,Horde,Female,Gødspeed,184224154.0,1590866460000.0,120.0,Nointellect,Blood Elf,silver-hand
6,6,19595.0,Arcane,359.0,Mage,359.0,Horde,Female,Gødspeed,184281926.0,1587008276000.0,120.0,Serenepower,Nightborne,farstriders
